Sequence ID:,Length,GC Content
seq1271,145,57.24137931034483
seq1273,132,90.9090909090909
seq1275,248,61.693548387096776
seq1276,116,55.172413793103445
seq1277,219,45.20547945205479
seq1278,222,12.612612612612612
seq1279,235,51.06382978723404
seq1280,260,19.615384615384617
seq1281,101,7.920792079207921
seq1282,289,87.19723183391004
seq1283,186,35.483870967741936
seq1284,271,18.81918819188192
seq1286,209,42.58373205741627
seq1287,149,44.29530201342282
seq1289,282,46.808510638297875
seq1291,122,86.0655737704918
seq1293,258,49.224806201550386
seq1296,127,77.16535433070865
seq1297,240,4.583333333333333
seq1298,147,65.98639455782312
seq1299,120,46.666666666666664
seq1302,112,19.642857142857142
seq1303,180,33.88888888888889
seq1304,181,30.386740331491712
seq1305,199,86.93467336683418
seq1306,287,61.32404181184668
seq1307,217,51.1520737327189
seq1309,244,37.704918032786885
seq1310,280,60.0
seq1311,245,32.6530612244898
seq1312,107,46.728971962616825
seq1313,243,34.15637860082305
seq1314,215,42.32558139534884
seq1315,269,70.63197026022306
seq1316,220,44.09090909090909
seq1317,115,72.17391304347827
seq1318,142,53.52112676056338
seq1319,265,53.9622641509434
seq1321,209,36.84210526315789
seq1322,173,19.653179190751445
seq1323,242,18.181818181818183
seq1324,263,54.752851711026615
seq1325,269,59.479553903345725
seq1326,136,51.470588235294116
seq1327,288,14.930555555555555
seq1328,300,34.66666666666667
seq1329,179,36.312849162011176
seq1330,160,51.24999999999999
seq1331,134,36.56716417910448
seq1332,186,31.72043010752688
seq1335,140,38.57142857142858
seq1336,219,34.24657534246575
seq1337,171,77.19298245614034
seq1340,258,32.17054263565892
seq1341,165,27.878787878787882
seq1342,156,21.153846153846153
seq1343,206,21.35922330097087
seq1346,265,29.056603773584904
seq1347,154,33.76623376623377
seq1348,247,37.65182186234818
seq1349,233,12.017167381974248
seq1350,247,38.46153846153847
seq1351,219,63.926940639269404
seq1352,134,32.83582089552239
seq1353,212,39.62264150943396
seq1355,179,32.960893854748605
seq1356,218,61.46788990825688
seq1357,115,78.26086956521739
seq1358,275,52.36363636363637
seq1359,176,55.11363636363637
seq1360,214,41.58878504672897
seq1361,282,55.673758865248224
seq1363,146,71.91780821917808
seq1364,161,37.88819875776397
seq1365,227,44.052863436123346
seq1366,162,70.37037037037037
seq1367,268,32.08955223880597
seq1368,236,15.677966101694915
seq1369,148,43.24324324324324
seq1370,201,56.71641791044776
seq1372,283,73.85159010600707
seq1373,200,89.5
seq1374,129,48.837209302325576
seq1375,213,32.3943661971831
seq1377,167,6.58682634730539
seq1378,207,31.40096618357488
seq1380,228,66.22807017543859
seq1381,133,54.88721804511278
seq1382,219,21.00456621004566
seq1383,237,67.51054852320675
seq1384,206,48.05825242718447
seq1385,199,28.643216080402013
seq1387,243,53.49794238683128
seq1388,119,12.605042016806722
seq1389,198,28.28282828282828
seq1390,179,54.18994413407822
seq1391,267,23.220973782771537
seq1392,239,60.25104602510461
seq1394,240,68.33333333333333
seq1396,191,5.7591623036649215
seq1397,233,76.39484978540773
seq1398,122,48.36065573770492
seq1399,226,52.654867256637175
seq1400,300,87.66666666666667
seq1401,283,77.03180212014135
seq1402,182,71.97802197802197
seq1403,263,93.15589353612167
seq1405,265,68.67924528301886
seq1406,252,60.71428571428571
seq1407,129,54.263565891472865
seq1408,273,66.30036630036629
seq1410,132,62.121212121212125
seq1411,159,32.075471698113205
seq1412,258,47.674418604651166
seq1413,164,32.926829268292686
seq1415,163,58.895705521472394
seq1416,129,20.155038759689923
seq1417,280,54.285714285714285
seq1419,129,54.263565891472865
seq1420,132,49.24242424242424
seq1421,130,59.23076923076923
seq1423,206,70.3883495145631
seq1424,253,53.359683794466406
seq1425,155,78.70967741935485
seq1426,247,36.84210526315789
seq1427,252,16.666666666666664
seq1428,256,20.703125
seq1431,270,76.29629629629629
seq1432,154,7.142857142857142
seq1434,135,43.7037037037037
seq1435,105,38.095238095238095
seq1436,279,41.21863799283154
seq1438,107,58.87850467289719
seq1439,108,41.66666666666667
seq1440,143,76.22377622377621
seq1441,184,80.43478260869566
seq1442,280,53.214285714285715
seq1443,228,14.912280701754385
seq1444,255,54.509803921568626
seq1446,212,26.88679245283019
seq1447,247,36.84210526315789
seq1448,228,40.35087719298245
seq1449,260,30.0
seq1450,204,59.80392156862745
seq1451,300,56.333333333333336
seq1452,255,63.13725490196078
seq1453,105,57.14285714285714
seq1454,179,68.15642458100558
seq1455,161,20.496894409937887
seq1456,268,16.044776119402986
seq1458,173,81.5028901734104
seq1459,244,67.21311475409836
seq1460,109,47.706422018348626
seq1461,289,84.08304498269896
seq1462,191,40.83769633507853
seq1463,300,62.66666666666667
seq1464,225,63.55555555555556
seq1465,157,43.94904458598726
seq1466,216,24.537037037037038
seq1467,209,35.88516746411483
seq1468,228,89.03508771929825
seq1469,211,8.056872037914692
seq1470,198,22.727272727272727
seq1471,210,75.23809523809524
seq1472,252,55.55555555555556
seq1474,195,73.84615384615385
seq1475,164,50.609756097560975
seq1476,119,20.168067226890756
seq1477,252,86.90476190476191
seq1478,116,80.17241379310344
seq1479,177,21.468926553672315
seq1480,239,17.573221757322173
seq1481,200,64.5
seq1483,123,45.52845528455284
seq1485,236,45.33898305084746
seq1486,179,73.18435754189943
seq1487,216,44.907407407407405
seq1489,218,54.12844036697248
seq1490,175,33.14285714285714
seq1491,247,67.61133603238866
seq1492,240,81.25
seq1493,124,62.903225806451616
seq1495,140,72.14285714285714
seq1497,168,83.92857142857143
seq1498,174,23.563218390804597
seq1499,171,76.60818713450293
seq1500,114,77.19298245614034
seq1501,251,39.44223107569721
seq1502,257,45.91439688715953
seq1503,135,47.40740740740741
seq1504,274,72.26277372262774
seq1505,173,57.80346820809249
seq1506,291,86.5979381443299
seq1507,112,74.10714285714286
seq1508,247,48.178137651821864
seq1510,200,62.5
seq1511,212,71.69811320754717
seq1512,287,77.70034843205575
seq1513,291,38.83161512027492
seq1514,244,54.09836065573771
seq1515,137,72.99270072992701
seq1516,280,61.07142857142858
seq1517,260,48.07692307692308
seq1518,114,70.17543859649122
seq1519,105,60.0
seq1521,158,51.89873417721519
seq1522,211,25.118483412322274
seq1523,185,63.24324324324324
seq1524,234,36.75213675213676
seq1525,243,94.23868312757202
seq1527,299,38.12709030100335
seq1528,106,73.58490566037736
seq1529,263,3.802281368821293
seq1533,143,67.83216783216784
seq1534,158,68.9873417721519
seq1537,124,61.29032258064516
seq1540,161,11.180124223602485
seq1541,143,38.46153846153847
seq1542,120,85.0
seq1543,261,45.21072796934866
seq1544,148,31.08108108108108
seq1545,235,30.638297872340424
seq1546,166,16.265060240963855
seq1547,181,27.071823204419886
seq1548,224,58.92857142857143
seq1549,252,15.079365079365079
seq1551,133,49.62406015037594
seq1552,226,34.95575221238938
seq1553,288,58.68055555555556
seq1554,259,38.61003861003861
seq1555,292,34.24657534246575
seq1556,159,76.72955974842768
seq1557,157,40.12738853503185
seq1558,191,4.712041884816754
seq1559,151,34.437086092715234
seq1560,170,50.0
seq1561,281,42.704626334519574
seq1562,110,30.0
seq1563,221,36.65158371040724
seq1564,224,32.142857142857146
seq1565,257,19.45525291828794
seq1566,126,57.14285714285714
seq1567,108,52.77777777777778
seq1568,274,85.40145985401459
seq1569,135,42.22222222222222
seq1570,299,21.070234113712374
seq1572,165,18.181818181818183
seq1574,132,44.696969696969695
seq1575,235,43.40425531914894
seq1576,178,28.08988764044944
seq1577,187,41.711229946524064
seq1578,144,46.52777777777778
seq1579,267,29.588014981273407
seq1580,236,42.79661016949153
seq1581,178,28.651685393258425
seq1582,179,73.74301675977654
seq1583,215,33.48837209302326
seq1584,143,55.94405594405595
seq1585,158,55.06329113924051
seq1586,258,86.04651162790698
seq1587,118,47.45762711864407
seq1588,142,47.88732394366197
seq1590,277,15.523465703971121
seq1591,181,26.519337016574585
seq1593,272,17.647058823529413
seq1595,105,26.666666666666668
seq1597,190,25.263157894736842
seq1598,107,0.0
seq1599,252,76.5873015873016
seq1601,132,42.42424242424242
seq1602,178,75.28089887640449
seq1603,166,19.27710843373494
seq1604,197,30.96446700507614
seq1605,300,53.666666666666664
seq1606,212,43.86792452830189
seq1607,126,9.523809523809524
seq1610,104,67.3076923076923
seq1611,200,19.5
seq1612,122,81.9672131147541
seq1613,254,57.874015748031496
seq1614,272,39.338235294117645
seq1616,235,78.72340425531915
seq1617,153,55.55555555555556
seq1618,141,57.446808510638306
seq1619,158,66.45569620253164
seq1620,296,35.47297297297297
seq1622,220,38.63636363636363
seq1623,245,51.42857142857142
seq1625,136,52.94117647058824
seq1627,202,69.3069306930693
seq1629,109,7.339449541284404
seq1630,261,70.11494252873564
seq1631,138,15.942028985507244
seq1632,214,18.69158878504673
seq1633,297,59.93265993265994
seq1634,240,35.0
seq1635,138,26.811594202898554
seq1636,249,55.42168674698795
seq1637,241,81.74273858921161
seq1638,262,39.31297709923664
seq1639,149,42.95302013422819
seq1641,121,47.93388429752066
seq1642,225,24.444444444444443
seq1643,111,9.90990990990991
seq1644,230,79.56521739130434
seq1646,238,21.008403361344538
seq1647,164,39.63414634146341
seq1648,288,71.18055555555556
seq1649,187,47.05882352941176
seq1650,114,71.05263157894737
seq1651,147,10.884353741496598
seq1652,106,75.47169811320755
seq1653,143,72.02797202797203
seq1656,286,79.37062937062937
seq1657,277,18.050541516245488
seq1658,116,75.0
seq1659,188,58.51063829787234
seq1660,164,31.70731707317073
seq1661,214,61.6822429906542
seq1662,293,65.8703071672355
seq1663,274,68.24817518248175
seq1664,256,49.21875
seq1667,280,27.857142857142858
seq1670,110,25.454545454545453
seq1672,253,59.683794466403164
seq1673,217,46.08294930875576
seq1674,252,40.476190476190474
seq1675,153,54.248366013071895
seq1676,184,39.130434782608695
seq1677,277,19.494584837545126
seq1679,233,61.80257510729614
seq1680,178,24.719101123595504
seq1681,115,84.34782608695653
seq1682,287,70.38327526132404
seq1683,273,44.68864468864469
seq1684,232,92.67241379310344
seq1685,198,59.09090909090909
seq1686,221,52.488687782805435
seq1687,272,32.35294117647059
seq1688,150,34.66666666666667
seq1689,287,79.09407665505228
seq1690,213,51.64319248826291
seq1692,230,76.08695652173914
seq1694,227,62.99559471365639
seq1695,261,62.83524904214559
seq1696,282,48.58156028368794
seq1697,227,55.06607929515418
seq1698,261,65.13409961685824
seq1700,167,36.52694610778443
seq1701,290,79.65517241379311
seq1702,186,42.473118279569896
seq1703,130,53.07692307692308
seq1704,193,46.63212435233161
seq1705,108,18.51851851851852
seq1706,195,33.84615384615385
seq1707,266,13.157894736842104
seq1708,178,47.19101123595505
seq1709,272,58.45588235294118
seq1710,163,72.39263803680981
seq1712,115,47.82608695652174
seq1713,195,69.74358974358974
seq1714,145,31.03448275862069
seq1716,150,64.66666666666666
seq1717,210,25.71428571428571
seq1718,153,48.36601307189542
seq1719,245,44.48979591836735
seq1720,107,62.616822429906534
seq1721,250,47.199999999999996
seq1722,172,67.44186046511628
seq1723,152,31.57894736842105
seq1724,115,27.82608695652174
seq1725,250,42.4
seq1727,131,32.82442748091603
seq1728,266,43.233082706766915
seq1729,242,61.57024793388429
seq1730,221,41.6289592760181
seq1733,249,37.75100401606426
seq1734,199,26.633165829145728
seq1735,194,81.44329896907216
seq1736,157,43.31210191082803
seq1737,275,30.545454545454547
seq1738,186,60.215053763440864
seq1740,120,53.333333333333336
seq1741,132,31.818181818181817
seq1742,251,86.85258964143426
seq1743,221,39.81900452488688
seq1745,214,43.45794392523364
seq1746,149,50.33557046979866
seq1747,300,46.666666666666664
seq1748,165,16.363636363636363
seq1749,289,50.17301038062284
seq1750,174,25.287356321839084
seq1752,254,45.66929133858268
seq1753,118,55.932203389830505
seq1754,142,44.36619718309859
seq1756,153,18.954248366013072
seq1757,119,27.73109243697479
seq1758,163,49.079754601226995
seq1759,225,16.0
seq1760,199,50.753768844221106
seq1761,115,16.52173913043478
seq1762,156,24.358974358974358
seq1763,201,63.18407960199005
seq1764,203,68.4729064039409
seq1765,135,71.11111111111111
seq1766,300,70.66666666666667
seq1767,239,18.410041841004183
seq1769,249,69.07630522088354
seq1770,171,71.9298245614035
seq1771,267,38.20224719101123
seq1772,126,69.04761904761905
seq1773,264,26.515151515151516
seq1774,272,45.220588235294116
seq1775,207,37.19806763285024
seq1776,224,6.696428571428571
seq1777,207,22.705314009661837
seq1778,120,65.0
seq1779,174,39.08045977011494
seq1780,172,20.348837209302324
seq1781,150,36.0
seq1782,235,34.8936170212766
seq1783,232,53.01724137931034
seq1785,121,65.28925619834712
seq1786,246,78.45528455284553
seq1787,234,50.0
seq1788,192,66.66666666666666
seq1791,149,63.08724832214765
seq1792,215,42.7906976744186
seq1793,278,29.856115107913666
seq1794,146,75.34246575342466
seq1795,250,14.799999999999999
seq1797,116,56.896551724137936
seq1799,147,19.727891156462583
seq1800,298,60.40268456375839
seq1801,124,46.774193548387096
seq1802,217,47.465437788018434
seq1803,163,36.19631901840491
seq1805,296,18.91891891891892
seq1806,240,25.0
seq1807,136,46.32352941176471
seq1808,220,20.454545454545457
seq1809,207,71.98067632850241
seq1810,176,44.31818181818182
seq1811,179,6.70391061452514
seq1812,114,74.56140350877193
seq1815,141,46.09929078014184
seq1817,266,34.21052631578947
seq1818,291,43.29896907216495
seq1819,162,37.65432098765432
seq1820,119,38.655462184873954
seq1821,246,60.97560975609756
seq1822,152,53.289473684210535
seq1823,136,33.82352941176471
seq1824,226,75.66371681415929
seq1825,144,26.38888888888889
seq1826,160,57.49999999999999
seq1827,162,36.41975308641975
seq1828,246,63.82113821138211
seq1829,120,41.66666666666667
seq1831,290,71.03448275862068
seq1832,136,41.911764705882355
seq1833,291,59.106529209621996
seq1836,273,69.59706959706959
seq1837,182,70.87912087912088
seq1838,111,63.06306306306306
seq1839,284,39.08450704225352
seq1840,214,34.112149532710276
seq1841,137,60.58394160583942
seq1842,277,93.14079422382672
seq1843,198,57.57575757575758
seq1844,109,45.87155963302752
seq1846,136,38.970588235294116
seq1847,269,82.8996282527881
seq1848,162,37.03703703703704
seq1849,172,66.86046511627907
seq1850,146,34.24657534246575
seq1851,183,63.387978142076506
seq1852,105,86.66666666666667
seq1853,236,83.05084745762711
seq1854,152,30.263157894736842
seq1855,174,21.839080459770116
seq1857,107,57.009345794392516
seq1860,150,4.666666666666667
seq1861,235,48.08510638297872
seq1862,131,16.030534351145036
seq1865,136,59.55882352941176
seq1866,289,53.979238754325266
seq1867,138,65.21739130434783
seq1868,166,53.01204819277109
seq1869,225,72.44444444444444
seq1870,212,32.54716981132076
seq1871,259,40.54054054054054
seq1872,271,74.16974169741697
seq1873,285,32.98245614035088
seq1875,256,59.765625
seq1876,106,84.90566037735849
seq1877,210,43.80952380952381
seq1878,171,79.53216374269006
seq1880,120,15.833333333333332
seq1881,142,48.59154929577465
seq1882,194,61.34020618556701
seq1883,173,23.121387283236995
seq1884,117,34.18803418803419
seq1885,145,51.724137931034484
seq1886,113,57.52212389380531
seq1887,137,31.386861313868614
seq1888,266,34.21052631578947
seq1889,114,70.17543859649122
seq1890,237,43.037974683544306
seq1891,227,66.07929515418502
seq1892,294,23.12925170068027
seq1893,178,90.4494382022472
seq1894,276,38.768115942028984
seq1895,217,35.02304147465438
seq1896,127,50.39370078740157
seq1898,201,58.70646766169154
seq1899,175,65.71428571428571
seq1900,190,29.47368421052631
seq1901,137,33.57664233576642
seq1902,129,41.86046511627907
seq1903,134,56.71641791044776
seq1904,275,47.63636363636364
seq1906,257,68.48249027237354
seq1907,143,74.12587412587412
seq1908,205,42.4390243902439
seq1909,218,51.8348623853211
seq1910,205,50.24390243902439
seq1911,271,44.28044280442804
seq1912,151,47.682119205298015
seq1916,259,57.52895752895753
seq1917,186,73.65591397849462
seq1918,283,62.544169611307424
seq1919,205,22.439024390243905
seq1920,263,33.840304182509506
seq1921,183,35.51912568306011
seq1922,232,81.03448275862068
seq1923,227,37.00440528634361
seq1924,287,73.17073170731707
seq1925,186,52.1505376344086
seq1926,193,34.715025906735754
seq1930,257,87.54863813229572
seq1931,113,44.24778761061947
seq1933,159,24.528301886792452
seq1934,274,47.81021897810219
seq1935,102,25.49019607843137
seq1936,229,36.681222707423586
seq1937,292,24.315068493150687
seq1938,174,22.988505747126435
seq1939,269,84.01486988847584
